"","icon","id","name","place_id","reference","scope","vicinity","business_status","price_level","rating","user_ratings_total","opening_hours.open_now","plus_code.compound_code","plus_code.global_code","geometry.location.lat","geometry.location.lng","geometry.viewport.northeast.lat","geometry.viewport.northeast.lng","geometry.viewport.southwest.lat","geometry.viewport.southwest.lng","locality","political","bar","restaurant","food","point_of_interest","establishment","cafe","store","real_estate_agency","park","tourist_attraction","accounting","finance","general_contractor","beauty_salon","neighborhood","liquor_store","lawyer","physiotherapist","health","art_gallery","museum","hindu_temple","place_of_worship","book_store","gym","clothing_store"
"1","https://maps.gstatic.com/mapfiles/place_api/icons/geocode-71.png","464b513e4fd9a3c7c3bd63d091ecc856aff12e2c","Denver","ChIJzxcfI6qAa4cR1jaKJ_j0jhE","ChIJzxcfI6qAa4cR1jaKJ_j0jhE","GOOGLE","Denver",NA,NA,NA,NA,NA,NA,NA,39.7392358,-104.990251,39.9142469,-104.6002959,39.614431,-105.109927,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png","5a9a733ea2a1dcff1c6443d76966dd63006c3857","Sushi Den","ChIJL2TJFlJ-bIcRENgfRp3uELQ","ChIJL2TJFlJ-bIcRENgfRp3uELQ","GOOGLE","1487 South Pearl Street, Denver","OPERATIONAL",3,4.7,2960,TRUE,"M2Q9+RQ Denver, Colorado, United States","85FQM2Q9+RQ",39.6895673,-104.980604,39.6908683802915,-104.979166569708,39.6881704197085,-104.981864530292,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png","b9eb107ba42ba3e5f1b780490a8cc2e5f316c883","Stella's Gourmet Coffee and Such","ChIJk4m1HlJ-bIcRJhx_J2Wu6yI","ChIJk4m1HlJ-bIcRJhx_J2Wu6yI","GOOGLE","1476 South Pearl Street, Denver","OPERATIONAL",1,4.6,1113,TRUE,"M2Q9+VW Denver, Colorado, United States","85FQM2Q9+VW",39.6896778,-104.9801806,39.6910519302915,-104.978955819709,39.6883539697085,-104.981653780291,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png","cbcc0f2f4ed1e1761fbe09c504d14e16dce53128","Izakaya Den","ChIJv509BFJ-bIcR6gQNwBoYoao","ChIJv509BFJ-bIcR6gQNwBoYoao","GOOGLE","1487A South Pearl Street, Denver","OPERATIONAL",3,4.7,762,FALSE,"M2Q9+VQ Denver, Colorado, United States","85FQM2Q9+VQ",39.6896802,-104.980587,39.6910295302915,-104.979158819709,39.6883315697085,-104.981856780291,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png","f491fe670d5c813f45bdbe8f1fb0cb3299b70c7b","Kaos Pizzeria","ChIJX1OXMFJ-bIcR17sTQjC35rA","ChIJX1OXMFJ-bIcR17sTQjC35rA","GOOGLE","1439 South Pearl Street, Denver","OPERATIONAL",2,4.5,700,TRUE,"M2R9+5P Denver, Colorado, United States","85FQM2R9+5P",39.690497,-104.980647,39.6918464802915,-104.979191969708,39.6891485197085,-104.981889930292,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6","https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png","7ead142056535dea8a5cb94a60418026ba3faf6b","Hanson's Grill & Tavern","ChIJh-VD5VN-bIcRyVV10S09iW0","ChIJh-VD5VN-bIcRyVV10S09iW0","GOOGLE","1301 South Pearl Street, Denver","OPERATIONAL",2,4,458,TRUE,"M2V9+4Q Denver, Colorado, United States","85FQM2V9+4Q",39.6928287,-104.9806072,39.6941173302915,-104.979257569708,39.6914193697085,-104.981955530292,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png","383b9f5591ee828bb8a03830cf3dca7d67f087a0","gkhouses","ChIJaQ2tEXGGbIcR95hkwAFuY3E","ChIJaQ2tEXGGbIcR95hkwAFuY3E","GOOGLE","1468 South Pearl Street, Denver","OPERATIONAL",NA,3.8,449,TRUE,"M2Q9+XW Denver, Colorado, United States","85FQM2Q9+XW",39.6899181,-104.9801633,39.6912664802915,-104.978947869709,39.6885685197085,-104.981645830291,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png","b1c7a117c6e6d17ad19ea19c1e489dab98b728eb","Sexy Pizza","ChIJVwdu5U1-bIcR82eQXacZWqk","ChIJVwdu5U1-bIcR82eQXacZWqk","GOOGLE","1579 South Pearl Street, Denver","OPERATIONAL",1,4.3,491,TRUE,"M2Q9+5P Denver, Colorado, United States","85FQM2Q9+5P",39.687916,-104.9806511,39.6892646302915,-104.979194569708,39.6865666697085,-104.981892530292,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","21487240c6a25cc562aa42d4c481814c5e819a20","Platt Park Recreation Center","ChIJab5Jg1J-bIcRuPj1Bl_e44Y","ChIJab5Jg1J-bIcRuPj1Bl_e44Y","GOOGLE","1500 South Grant Street, Denver","OPERATIONAL",NA,4.5,86,TRUE,"M2Q8+MJ Denver, Colorado, United States","85FQM2Q8+MJ",39.6891507,-104.9834329,39.6905007802915,-104.982364419709,39.6878028197085,-104.985062380291,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png","4ec11c2c2d78e7aea813fdb1e9c7caa3de0fc250","OTOTO","ChIJx5WaGlJ-bIcROkqZfLH1Pc4","ChIJx5WaGlJ-bIcROkqZfLH1Pc4","GOOGLE","1501 South Pearl Street, Denver","OPERATIONAL",3,4.6,460,FALSE,"M2Q9+PP Denver, Colorado, United States","85FQM2Q9+PP",39.6892654,-104.980706,39.6906140302915,-104.979217569708,39.6879160697085,-104.981915530292,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
